schema,runId,runIndex,repIndex,pressCBase,pressCUsed,dampUsed,dt,everyMs,totalTicks,settleTicks,capLawHash,capLawSig,capLawApplied,capLawDtUsed,gain,multB,multD,offset,ampB0,ampD,ratioBD,injectTick114,injectTick136,arbiter_tick,arbiter_edge,arbiter_owner,handshake_tick,handshake_applied,first114Max_tick,first136Max_tick,precedence,deltaTicks,fastFollow,packetClass,peak114_abs,peak136_abs,cross_peakAbs_89_79,visibilityStateStart,wasHidden
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-47-920Z_r00035_d10.000_rep3,35,3,2.0,2.0,10,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,5,136->89,136,6,1,8,5,136_first,3,1,136_then_114_fast,0.12101532023472515,0.11753123369683396,1.681985927642496e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-49-548Z_r00036_d15.000_rep11,36,11,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-51-182Z_r00037_d5.000_rep1,37,1,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-52-829Z_r00038_d8.000_rep1,38,1,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-54-470Z_r00039_d5.000_rep12,39,12,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-56-117Z_r00040_d8.000_rep4,40,4,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-57-761Z_r00041_d8.000_rep5,41,5,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-18-59-412Z_r00042_d5.000_rep7,42,7,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-01-047Z_r00043_d15.000_rep6,43,6,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-02-669Z_r00044_d12.000_rep11,44,11,2.0,2.0,12,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,4,136->89,136,5,1,7,4,136_first,3,1,136_then_114_fast,0.11107914706125623,0.10721417517621204,1.2480278487723735e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-04-310Z_r00045_d10.000_rep9,45,9,2.0,2.0,10,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,5,136->89,136,6,1,8,5,136_first,3,1,136_then_114_fast,0.12101532023472515,0.11753123369683396,1.681985927642496e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-05-935Z_r00046_d4.000_rep8,46,8,2.0,2.0,4,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,14,136->89,136,15,1,18,14,136_first,4,1,136_then_114_fast,0.16342365032530184,0.1727342904496539,6.282923690762349e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-07-568Z_r00047_d6.000_rep11,47,11,2.0,2.0,6,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,9,136->89,136,10,1,13,9,136_first,4,1,136_then_114_fast,0.14725969484470347,0.1482421584653083,3.6497410557998146e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-09-204Z_r00048_d15.000_rep7,48,7,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-10-853Z_r00049_d8.000_rep11,49,11,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-12-508Z_r00050_d4.000_rep3,50,3,2.0,2.0,4,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,14,136->89,136,15,1,18,14,136_first,4,1,136_then_114_fast,0.16342365032530184,0.1727342904496539,6.282923690762349e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-14-155Z_r00051_d5.000_rep5,51,5,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-15-795Z_r00052_d8.000_rep3,52,3,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-17-428Z_r00053_d12.000_rep7,53,7,2.0,2.0,12,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,4,136->89,136,5,1,7,4,136_first,3,1,136_then_114_fast,0.11107914706125623,0.10721417517621204,1.2480278487723735e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-19-064Z_r00054_d5.000_rep11,54,11,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-20-692Z_r00055_d10.000_rep11,55,11,2.0,2.0,10,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,5,136->89,136,6,1,8,5,136_first,3,1,136_then_114_fast,0.12101532023472515,0.11753123369683396,1.681985927642496e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-22-335Z_r00056_d6.000_rep1,56,1,2.0,2.0,6,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,9,136->89,136,10,1,13,9,136_first,4,1,136_then_114_fast,0.14725969484470347,0.1482421584653083,3.6497410557998146e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-23-990Z_r00057_d4.000_rep6,57,6,2.0,2.0,4,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,14,136->89,136,15,1,18,14,136_first,4,1,136_then_114_fast,0.16342365032530184,0.1727342904496539,6.282923690762349e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-25-663Z_r00058_d4.000_rep7,58,7,2.0,2.0,4,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,14,136->89,136,15,1,18,14,136_first,4,1,136_then_114_fast,0.16342365032530184,0.1727342904496539,6.282923690762349e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-27-325Z_r00059_d5.000_rep10,59,10,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-29-022Z_r00060_d10.000_rep1,60,1,2.0,2.0,10,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,5,136->89,136,6,1,8,5,136_first,3,1,136_then_114_fast,0.12101532023472515,0.11753123369683396,1.681985927642496e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-30-665Z_r00061_d12.000_rep2,61,2,2.0,2.0,12,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,4,136->89,136,5,1,7,4,136_first,3,1,136_then_114_fast,0.11107914706125623,0.10721417517621204,1.2480278487723735e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-32-305Z_r00062_d20.000_rep5,62,5,2.0,2.0,20,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,2,136->89,136,3,1,5,2,136_first,3,1,136_then_114_fast,0.08419448722983018,0.08026368312292444,5.16292940544705e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-33-938Z_r00063_d5.000_rep8,63,8,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-35-598Z_r00064_d15.000_rep2,64,2,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-37-240Z_r00065_d8.000_rep8,65,8,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-38-877Z_r00066_d15.000_rep12,66,12,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-40-570Z_r00067_d5.000_rep9,67,9,2.0,2.0,5,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,11,136->89,136,12,1,15,11,136_first,4,1,136_then_114_fast,0.15524238306846075,0.15930391535029495,4.697193830093961e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-42-224Z_r00068_d4.000_rep1,68,1,2.0,2.0,4,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,14,136->89,136,15,1,18,14,136_first,4,1,136_then_114_fast,0.16342365032530184,0.1727342904496539,6.282923690762349e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-06-04T00-19-43-883Z_r00069_d20.000_rep9,69,9,2.0,2.0,20,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,2,136->89,136,3,1,5,2,136_first,3,1,136_then_114_fast,0.08419448722983018,0.08026368312292444,5.16292940544705e-07,visible,False
